Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population
-0.1904924147645948,-0.12817718752189217,-0.13160634520452205,0.1203858534060241,-0.8276178150661464
-1.3887640132784211,0.4308044307512132,0.8002848651752669,-0.5564889489717032,1.1582987797838986
-0.3501239155389415,0.46680751869746306,1.7037507836629036,0.03067955429572264,-0.31904298396695285
-0.13909751071431214,0.11407909327922568,0.22973348981778524,-0.7603669014951151,-0.8937517711836988
0.6222247768954458,2.208957415376391,0.4359723337496598,-0.45862753176046545,0.13130094423036073
-0.7994460827591244,-0.26026484970073854,1.0011854952683983,1.653548056382081,-0.3293688721521322
-1.6623322895181407,0.7562989589745137,1.0134218274442737,1.7024787649877002,0.38537517544108896
-0.38588179403531586,0.18021673401310637,0.44161663548251434,1.759564591694255,-0.7057053022067341
-0.2821178146473262,2.123452695717097,0.3196938914833233,1.767719709795192,-0.600287341775908
-0.2502022542750008,-0.47011415277050717,-1.2414893084388403,-0.4830928860632747,-0.2806722754313753
0.7907352541301154,-0.36095343615265035,-1.3101023955745466,-1.4780172943775247,-1.700703113185759
-0.2708358709729306,1.0698009053960131,-0.4023473637199494,0.34872916023224554,-1.877264170824727
0.6226678005638011,0.6498632516621676,-0.47550602126827773,0.014369318093850041,-0.20094516025709913
-1.0005535194499167,-2.5040676035859644,-1.00958568464298,0.21824727061726187,0.07009271168511903
-1.2973604857413144,0.7970494587527093,-1.9934902456918042,0.29164333352569,1.0153883715876741
1.917874390976525,0.597955840465812,1.0254823743239143,-0.42600705935671956,-0.644838581480228
-0.19700966857211577,1.0154193733561934,-0.9330418074501065,-1.314914932358795,-0.3653871225680777
1.4439662163369464,0.35122641364690266,-1.6894242548345846,-1.420931467670969,0.8635826160844381
-0.18280870933822072,1.6308847700453906,0.09272224899175395,0.40581498693880114,0.1163199409690522
-0.3716386555125736,-1.929139466441354,-0.5921941766650519,0.36503939643411815,0.08481762780350142
1.278018309066347,-0.4188719061015745,1.116032154393792,0.8706567186921796,-0.20413148514578777
0.45085820689351436,0.10080927135280027,2.2943433968367932,0.9114323091968618,-0.7690056411328066
-1.4275465485513814,-1.3500610799171877,-0.7781606510723927,-1.4943275305793977,0.2970750509711079
-1.0008652457158689,1.347376909272965,0.6928154841387019,-0.5401787127698303,-0.7614562569986169
1.7311113404705716,-0.6168620992791254,-0.5904998611344345,-1.2741393418541127,-0.494392500599179
0.04798330045672749,-0.3758035240768477,-1.5571817807945847,-0.4015417050539099,0.14430474245136976
0.35570126948798053,-0.39469778367070174,0.10061187748757196,0.20193703441538927,-1.214137405117909
-1.3247563311910264,0.43175846321281264,0.4397853295558012,-0.5564889489717032,0.06081243713657005
1.0904628520054254,0.4407001025295713,-1.6850604833242373,-1.298604696156922,0.4151604236517604
-0.8882926914828434,0.06910838501333876,-1.0486701641561917,0.09592049910321448,-0.14501752474625787
0.07012881499277683,0.7891664591027201,-0.8475157934520402,-1.380155877166287,0.14957436984421954
-0.5685249804859825,-1.1810704277911885,0.41399053015020415,1.7024787649877002,0.20849660347579593
-0.10420813661425253,-1.2230309147790344,-0.11605320060836666,-1.347535404762541,-0.3913135872275298
-1.568703188934504,0.27678015293629454,0.19742176908848283,1.9960630166214128,-0.4938350118921148
-0.1763625468599737,-0.5851912775186447,0.016119244985486923,0.07961026290134189,0.4470238880079047
-0.20917626012239504,-1.3385925188183936,-1.6296646021445045,-1.5269480029831435,0.8568788211012014
0.603667487072836,-0.996915758170365,1.8798267324898057,-0.8011424919997973,-0.3644799013646009
-0.025586046875436412,0.865318589695182,-1.0148332251904644,0.3079535697275633,0.3633628853238163
0.7881561939324697,0.2979087448651774,0.6792770390344516,-0.5157133584670207,-0.827159247919545
-0.627607517071663,-0.18753977976319625,-2.1850309516162985,-0.6625054842838773,-0.11380846027600136
-0.24102411788386147,0.13537317574405514,0.38673683084580746,0.06330002669946856,0.46036467200250164
